EntityName,EntityProperty,EntityPropertyType,ViewModelType,ViewModelProperty,ViewModelPropertyType,MappingStatus,Notes
Payment,Amount,Money,PaymentTrendsVM (General),AveragePaymentAmount,decimal,Flattened,Value object Money flattened to AveragePaymentAmount
Payment,,,PaymentTrendsVM (General),PaymentTrendsByMonth,"Dictionary<string, decimal>",MissingInEntity,Property exists in ViewModel but not in entity
Payment,ContractId,Guid,PaymentCreateVM (Create),ContractId,Guid,Matched,
Payment,InstallmentId,Guid,PaymentCreateVM (Create),InstallmentId,Guid,Matched,
Payment,Amount,Money,PaymentCreateVM (Create),Amount,decimal,Flattened,Value object Money flattened to Amount
Payment,PaymentDate,DateTime,PaymentCreateVM (Create),PaymentDate,DateTime,Matched,
Payment,PaymentMethod,PaymentMethod,PaymentCreateVM (Create),PaymentMethod,PaymentMethod,Matched,
Payment,ReferenceNumber,string?,PaymentCreateVM (Create),ReferenceNumber,string?,Matched,
Payment,Notes,string?,PaymentCreateVM (Create),Notes,string?,Matched,
Payment,StaffId,Guid?,PaymentCreateVM (Create),StaffId,Guid?,Matched,
Payment,ProcessedByStaffId,Guid?,PaymentCreateVM (Create),ProcessedByStaffId,Guid?,Matched,
Payment,Contract,Contract?,PaymentCreateVM (Create),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Installment,Installment?,PaymentCreateVM (Create),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Staff,Staff?,PaymentCreateVM (Create),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Receipt,Receipt?,PaymentCreateVM (Create),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Amount,Money,PaymentCreateVM (Create),Currency,string,Flattened,Value object Money flattened to Currency
Payment,ContractId,Guid,PaymentUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,InstallmentId,Guid,PaymentUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Amount,Money,PaymentUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,PaymentDate,DateTime,PaymentUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,PaymentMethod,PaymentMethod,PaymentUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,ReferenceNumber,string?,PaymentUpdateVM (Update),ReferenceNumber,string?,Matched,
Payment,Notes,string?,PaymentUpdateVM (Update),Notes,string?,Matched,
Payment,StaffId,Guid?,PaymentUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,ProcessedByStaffId,Guid?,PaymentUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Contract,Contract?,PaymentUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Installment,Installment?,PaymentUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Staff,Staff?,PaymentUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Receipt,Receipt?,PaymentUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,,,PaymentUpdateVM (Update),Id,Guid,MissingInEntity,Property exists in ViewModel but not in entity
Payment,ContractId,Guid,PaymentDetailVM (Detail),ContractId,Guid,Matched,
Payment,InstallmentId,Guid,PaymentDetailVM (Detail),InstallmentId,Guid?,Matched,
Payment,Amount,Money,PaymentDetailVM (Detail),Amount,decimal,Flattened,Value object Money flattened to Amount
Payment,PaymentDate,DateTime,PaymentDetailVM (Detail),PaymentDate,DateTime,Matched,
Payment,PaymentMethod,PaymentMethod,PaymentDetailVM (Detail),PaymentMethod,PaymentMethod,Matched,
Payment,ReferenceNumber,string?,PaymentDetailVM (Detail),ReferenceNumber,string?,Matched,
Payment,Notes,string?,PaymentDetailVM (Detail),Notes,string?,Matched,
Payment,StaffId,Guid?,PaymentDetailVM (Detail),StaffId,Guid?,Matched,
Payment,ProcessedByStaffId,Guid?,PaymentDetailVM (Detail),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Contract,Contract?,PaymentDetailVM (Detail),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Installment,Installment?,PaymentDetailVM (Detail),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Staff,Staff?,PaymentDetailVM (Detail),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Receipt,Receipt?,PaymentDetailVM (Detail),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,,,PaymentDetailVM (Detail),Id,Guid,MissingInEntity,Property exists in ViewModel but not in entity
Payment,,,PaymentDetailVM (Detail),ContractNumber,string,MissingInEntity,Property exists in ViewModel but not in entity
Payment,,,PaymentDetailVM (Detail),InstallmentNumber,int?,MissingInEntity,Property exists in ViewModel but not in entity
Payment,Amount,Money,PaymentDetailVM (Detail),Currency,string,Flattened,Value object Money flattened to Currency
Payment,,,PaymentDetailVM (Detail),StaffName,string,Derived,Computed/derived property
Payment,,,PaymentDetailVM (Detail),ReceiptId,Guid?,MissingInEntity,Property exists in ViewModel but not in entity
Payment,,,PaymentDetailVM (Detail),ReceiptNumber,string?,MissingInEntity,Property exists in ViewModel but not in entity
Payment,,,PaymentDetailVM (Detail),CreatedAt,DateTime,MissingInEntity,Property exists in ViewModel but not in entity
Payment,,,PaymentDetailVM (Detail),UpdatedAt,DateTime?,MissingInEntity,Property exists in ViewModel but not in entity
Payment,ContractId,Guid,PaymentListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,InstallmentId,Guid,PaymentListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Amount,Money,PaymentListVM (List),Amount,decimal,Flattened,Value object Money flattened to Amount
Payment,PaymentDate,DateTime,PaymentListVM (List),PaymentDate,DateTime,Matched,
Payment,PaymentMethod,PaymentMethod,PaymentListVM (List),PaymentMethod,PaymentMethod,Matched,
Payment,ReferenceNumber,string?,PaymentListVM (List),ReferenceNumber,string?,Matched,
Payment,Notes,string?,PaymentListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,StaffId,Guid?,PaymentListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,ProcessedByStaffId,Guid?,PaymentListVM (List),ProcessedByStaffId,Guid?,Matched,
Payment,Contract,Contract?,PaymentListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Installment,Installment?,PaymentListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Staff,Staff?,PaymentListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,Receipt,Receipt?,PaymentListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
Payment,,,PaymentListVM (List),Id,Guid,MissingInEntity,Property exists in ViewModel but not in entity
Payment,,,PaymentListVM (List),ContractNumber,string,MissingInEntity,Property exists in ViewModel but not in entity
Payment,,,PaymentListVM (List),CustomerName,string,Derived,Computed/derived property
Payment,Amount,Money,PaymentListVM (List),Currency,string,Flattened,Value object Money flattened to Currency
Payment,,,PaymentListVM (List),StaffName,string,Derived,Computed/derived property
Payment,,,PaymentListVM (List),CreatedAt,DateTime,MissingInEntity,Property exists in ViewModel but not in entity
Receipt,ReceiptNumber,string,ReceiptCreateVM (Create),ReceiptNumber,string,Matched,
Receipt,PaymentId,Guid,ReceiptCreateVM (Create),PaymentId,Guid,Matched,
Receipt,CustomerId,Guid,ReceiptCreateVM (Create),CustomerId,Guid,Matched,
Receipt,Amount,Money,ReceiptCreateVM (Create),Amount,decimal,Flattened,Value object Money flattened to Amount
Receipt,IssueDate,DateTime,ReceiptCreateVM (Create),IssueDate,DateTime,Matched,
Receipt,Description,string?,ReceiptCreateVM (Create),Description,string?,Matched,
Receipt,StaffId,Guid,ReceiptCreateVM (Create),StaffId,Guid,Matched,
Receipt,Payment,Payment?,ReceiptCreateVM (Create),,,MissingInViewModel,Property exists in entity but not in ViewModel
Receipt,Customer,Customer?,ReceiptCreateVM (Create),,,MissingInViewModel,Property exists in entity but not in ViewModel
Receipt,Staff,Staff?,ReceiptCreateVM (Create),,,MissingInViewModel,Property exists in entity but not in ViewModel
Receipt,Amount,Money,ReceiptCreateVM (Create),Currency,string,Flattened,Value object Money flattened to Currency
Receipt,ReceiptNumber,string,ReceiptUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Receipt,PaymentId,Guid,ReceiptUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Receipt,CustomerId,Guid,ReceiptUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Receipt,Amount,Money,ReceiptUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Receipt,IssueDate,DateTime,ReceiptUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Receipt,Description,string?,ReceiptUpdateVM (Update),Description,string?,Matched,
Receipt,StaffId,Guid,ReceiptUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Receipt,Payment,Payment?,ReceiptUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Receipt,Customer,Customer?,ReceiptUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Receipt,Staff,Staff?,ReceiptUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Receipt,,,ReceiptUpdateVM (Update),Id,Guid,MissingInEntity,Property exists in ViewModel but not in entity
Receipt,ReceiptNumber,string,ReceiptDetailVM (Detail),ReceiptNumber,string,Matched,
Receipt,PaymentId,Guid,ReceiptDetailVM (Detail),PaymentId,Guid,Matched,
Receipt,CustomerId,Guid,ReceiptDetailVM (Detail),CustomerId,Guid,Matched,
Receipt,Amount,Money,ReceiptDetailVM (Detail),Amount,decimal,Flattened,Value object Money flattened to Amount
Receipt,IssueDate,DateTime,ReceiptDetailVM (Detail),IssueDate,DateTime,Matched,
Receipt,Description,string?,ReceiptDetailVM (Detail),Description,string?,Matched,
Receipt,StaffId,Guid,ReceiptDetailVM (Detail),StaffId,Guid,Matched,
Receipt,Payment,Payment?,ReceiptDetailVM (Detail),,,MissingInViewModel,Property exists in entity but not in ViewModel
Receipt,Customer,Customer?,ReceiptDetailVM (Detail),,,MissingInViewModel,Property exists in entity but not in ViewModel
Receipt,Staff,Staff?,ReceiptDetailVM (Detail),,,MissingInViewModel,Property exists in entity but not in ViewModel
Receipt,,,ReceiptDetailVM (Detail),Id,Guid,MissingInEntity,Property exists in ViewModel but not in entity
Receipt,,,ReceiptDetailVM (Detail),PaymentDate,DateTime,MissingInEntity,Property exists in ViewModel but not in entity
Receipt,,,ReceiptDetailVM (Detail),CustomerName,string,Derived,Computed/derived property
Receipt,Amount,Money,ReceiptDetailVM (Detail),Currency,string,Flattened,Value object Money flattened to Currency
Receipt,,,ReceiptDetailVM (Detail),StaffName,string,Derived,Computed/derived property
Receipt,,,ReceiptDetailVM (Detail),CreatedAt,DateTime,MissingInEntity,Property exists in ViewModel but not in entity
Receipt,,,ReceiptDetailVM (Detail),UpdatedAt,DateTime?,MissingInEntity,Property exists in ViewModel but not in entity
Receipt,ReceiptNumber,string,ReceiptListVM (List),ReceiptNumber,string,Matched,
Receipt,PaymentId,Guid,ReceiptListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
Receipt,CustomerId,Guid,ReceiptListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
Receipt,Amount,Money,ReceiptListVM (List),Amount,decimal,Flattened,Value object Money flattened to Amount
Receipt,IssueDate,DateTime,ReceiptListVM (List),IssueDate,DateTime,Matched,
Receipt,Description,string?,ReceiptListVM (List),Description,string?,Matched,
Receipt,StaffId,Guid,ReceiptListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
Receipt,Payment,Payment?,ReceiptListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
Receipt,Customer,Customer?,ReceiptListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
Receipt,Staff,Staff?,ReceiptListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
Receipt,,,ReceiptListVM (List),Id,Guid,MissingInEntity,Property exists in ViewModel but not in entity
Receipt,,,ReceiptListVM (List),CustomerName,string,Derived,Computed/derived property
Receipt,Amount,Money,ReceiptListVM (List),Currency,string,Flattened,Value object Money flattened to Currency
Receipt,,,ReceiptListVM (List),StaffName,string,Derived,Computed/derived property
Receipt,,,ReceiptListVM (List),CreatedAt,DateTime,MissingInEntity,Property exists in ViewModel but not in entity
Staff,EmployeeId,string,StaffWorkloadVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,FirstName,string,StaffWorkloadVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,LastName,string,StaffWorkloadVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Position,string,StaffWorkloadVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Department,string,StaffWorkloadVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Phone,Phone,StaffWorkloadVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Email,string,StaffWorkloadVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,HireDate,DateTime,StaffWorkloadVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,IsActive,bool,StaffWorkloadVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Salary,decimal?,StaffWorkloadVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Permissions,List<string>,StaffWorkloadVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Notes,string?,StaffWorkloadVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Payments,IReadOnlyCollection<Payment>,StaffWorkloadVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Receipts,IReadOnlyCollection<Receipt>,StaffWorkloadVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Visits,IReadOnlyCollection<Visit>,StaffWorkloadVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,FollowUps,IReadOnlyCollection<FollowUp>,StaffWorkloadVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,,,StaffWorkloadVM (General),StaffId,Guid,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffWorkloadVM (General),TotalFollowUps,int,Derived,Computed/derived property
Staff,,,StaffWorkloadVM (General),PendingFollowUps,int,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffWorkloadVM (General),OverdueFollowUps,int,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffWorkloadVM (General),HighPriorityFollowUps,int,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffWorkloadVM (General),TodayFollowUps,int,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffWorkloadVM (General),ThisWeekFollowUps,int,MissingInEntity,Property exists in ViewModel but not in entity
Staff,EmployeeId,string,StaffCreateVM (Create),EmployeeId,string,Matched,
Staff,FirstName,string,StaffCreateVM (Create),FirstName,string,Derived,Computed/derived property
Staff,LastName,string,StaffCreateVM (Create),LastName,string,Derived,Computed/derived property
Staff,Position,string,StaffCreateVM (Create),Position,string,Matched,
Staff,Department,string,StaffCreateVM (Create),Department,string,Matched,
Staff,Phone,Phone,StaffCreateVM (Create),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Email,string,StaffCreateVM (Create),Email,string,Matched,
Staff,HireDate,DateTime,StaffCreateVM (Create),HireDate,DateTime,Matched,
Staff,IsActive,bool,StaffCreateVM (Create),IsActive,bool,Matched,
Staff,Salary,decimal?,StaffCreateVM (Create),Salary,decimal?,Matched,
Staff,Permissions,List<string>,StaffCreateVM (Create),Permissions,List<string>,Matched,
Staff,Notes,string?,StaffCreateVM (Create),Notes,string?,Matched,
Staff,Payments,IReadOnlyCollection<Payment>,StaffCreateVM (Create),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Receipts,IReadOnlyCollection<Receipt>,StaffCreateVM (Create),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Visits,IReadOnlyCollection<Visit>,StaffCreateVM (Create),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,FollowUps,IReadOnlyCollection<FollowUp>,StaffCreateVM (Create),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Phone,Phone,StaffCreateVM (Create),PhoneCountryCode,string,Flattened,Value object Phone flattened to PhoneCountryCode
Staff,,,StaffCreateVM (Create),PhoneCountryCode,string,Derived,Computed/derived property
Staff,Phone,Phone,StaffCreateVM (Create),PhoneAreaCode,string,Flattened,Value object Phone flattened to PhoneAreaCode
Staff,Phone,Phone,StaffCreateVM (Create),PhoneNumber,string,Flattened,Value object Phone flattened to PhoneNumber
Staff,,,StaffCreateVM (Create),PhoneType,string,MissingInEntity,Property exists in ViewModel but not in entity
Staff,EmployeeId,string,StaffUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,FirstName,string,StaffUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,LastName,string,StaffUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Position,string,StaffUpdateVM (Update),Position,string?,Matched,
Staff,Department,string,StaffUpdateVM (Update),Department,string?,Matched,
Staff,Phone,Phone,StaffUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Email,string,StaffUpdateVM (Update),Email,string?,Matched,
Staff,HireDate,DateTime,StaffUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,IsActive,bool,StaffUpdateVM (Update),IsActive,bool,Matched,
Staff,Salary,decimal?,StaffUpdateVM (Update),Salary,decimal?,Matched,
Staff,Permissions,List<string>,StaffUpdateVM (Update),Permissions,List<string>,Matched,
Staff,Notes,string?,StaffUpdateVM (Update),Notes,string?,Matched,
Staff,Payments,IReadOnlyCollection<Payment>,StaffUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Receipts,IReadOnlyCollection<Receipt>,StaffUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Visits,IReadOnlyCollection<Visit>,StaffUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,FollowUps,IReadOnlyCollection<FollowUp>,StaffUpdateVM (Update),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,,,StaffUpdateVM (Update),Id,Guid,MissingInEntity,Property exists in ViewModel but not in entity
Staff,Phone,Phone,StaffUpdateVM (Update),PhoneCountryCode,string?,Flattened,Value object Phone flattened to PhoneCountryCode
Staff,,,StaffUpdateVM (Update),PhoneCountryCode,string?,Derived,Computed/derived property
Staff,Phone,Phone,StaffUpdateVM (Update),PhoneAreaCode,string?,Flattened,Value object Phone flattened to PhoneAreaCode
Staff,Phone,Phone,StaffUpdateVM (Update),PhoneNumber,string?,Flattened,Value object Phone flattened to PhoneNumber
Staff,,,StaffUpdateVM (Update),PhoneType,string?,MissingInEntity,Property exists in ViewModel but not in entity
Staff,EmployeeId,string,StaffDetailVM (Detail),EmployeeId,string,Matched,
Staff,FirstName,string,StaffDetailVM (Detail),FirstName,string,Derived,Computed/derived property
Staff,LastName,string,StaffDetailVM (Detail),LastName,string,Derived,Computed/derived property
Staff,Position,string,StaffDetailVM (Detail),Position,string?,Matched,
Staff,Department,string,StaffDetailVM (Detail),Department,string?,Matched,
Staff,Phone,Phone,StaffDetailVM (Detail),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Email,string,StaffDetailVM (Detail),Email,string?,Matched,
Staff,HireDate,DateTime,StaffDetailVM (Detail),HireDate,DateTime,Matched,
Staff,IsActive,bool,StaffDetailVM (Detail),IsActive,bool,Matched,
Staff,Salary,decimal?,StaffDetailVM (Detail),Salary,decimal?,Matched,
Staff,Permissions,List<string>,StaffDetailVM (Detail),Permissions,IReadOnlyList<string>,Matched,
Staff,Notes,string?,StaffDetailVM (Detail),Notes,string?,Matched,
Staff,Payments,IReadOnlyCollection<Payment>,StaffDetailVM (Detail),Payments,IReadOnlyList<StaffRelatedSummaryVM>,TypeMismatch,Type mismatch: IReadOnlyCollection<Payment> vs IReadOnlyList<StaffRelatedSummaryVM>
Staff,Receipts,IReadOnlyCollection<Receipt>,StaffDetailVM (Detail),Receipts,IReadOnlyList<StaffRelatedSummaryVM>,TypeMismatch,Type mismatch: IReadOnlyCollection<Receipt> vs IReadOnlyList<StaffRelatedSummaryVM>
Staff,Visits,IReadOnlyCollection<Visit>,StaffDetailVM (Detail),Visits,IReadOnlyList<StaffRelatedSummaryVM>,TypeMismatch,Type mismatch: IReadOnlyCollection<Visit> vs IReadOnlyList<StaffRelatedSummaryVM>
Staff,FollowUps,IReadOnlyCollection<FollowUp>,StaffDetailVM (Detail),FollowUps,IReadOnlyList<StaffRelatedSummaryVM>,TypeMismatch,Type mismatch: IReadOnlyCollection<FollowUp> vs IReadOnlyList<StaffRelatedSummaryVM>
Staff,,,StaffDetailVM (Detail),Id,Guid,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffDetailVM (Detail),FullName,string,Derived,Computed/derived property
Staff,Phone,Phone,StaffDetailVM (Detail),PhoneCountryCode,string?,Flattened,Value object Phone flattened to PhoneCountryCode
Staff,,,StaffDetailVM (Detail),PhoneCountryCode,string?,Derived,Computed/derived property
Staff,Phone,Phone,StaffDetailVM (Detail),PhoneAreaCode,string?,Flattened,Value object Phone flattened to PhoneAreaCode
Staff,Phone,Phone,StaffDetailVM (Detail),PhoneNumber,string?,Flattened,Value object Phone flattened to PhoneNumber
Staff,,,StaffDetailVM (Detail),PhoneDisplay,string,Derived,Computed/derived property
Staff,,,StaffDetailVM (Detail),PhoneType,string?,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffDetailVM (Detail),CreatedAt,DateTime,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffDetailVM (Detail),UpdatedAt,DateTime?,MissingInEntity,Property exists in ViewModel but not in entity
Staff,EmployeeId,string,StaffListVM (List),EmployeeId,string,Matched,
Staff,FirstName,string,StaffListVM (List),FirstName,string,Derived,Computed/derived property
Staff,LastName,string,StaffListVM (List),LastName,string,Derived,Computed/derived property
Staff,Position,string,StaffListVM (List),Position,string?,Matched,
Staff,Department,string,StaffListVM (List),Department,string?,Matched,
Staff,Phone,Phone,StaffListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Email,string,StaffListVM (List),Email,string?,Matched,
Staff,HireDate,DateTime,StaffListVM (List),HireDate,DateTime,Matched,
Staff,IsActive,bool,StaffListVM (List),IsActive,bool,Matched,
Staff,Salary,decimal?,StaffListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Permissions,List<string>,StaffListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Notes,string?,StaffListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Payments,IReadOnlyCollection<Payment>,StaffListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Receipts,IReadOnlyCollection<Receipt>,StaffListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Visits,IReadOnlyCollection<Visit>,StaffListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,FollowUps,IReadOnlyCollection<FollowUp>,StaffListVM (List),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,,,StaffListVM (List),Id,Guid,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffListVM (List),FullName,string,Derived,Computed/derived property
Staff,Phone,Phone,StaffListVM (List),PhoneCountryCode,string?,Flattened,Value object Phone flattened to PhoneCountryCode
Staff,,,StaffListVM (List),PhoneCountryCode,string?,Derived,Computed/derived property
Staff,Phone,Phone,StaffListVM (List),PhoneAreaCode,string?,Flattened,Value object Phone flattened to PhoneAreaCode
Staff,Phone,Phone,StaffListVM (List),PhoneNumber,string?,Flattened,Value object Phone flattened to PhoneNumber
Staff,,,StaffListVM (List),PhoneDisplay,string,Derived,Computed/derived property
Staff,,,StaffListVM (List),PhoneType,string?,MissingInEntity,Property exists in ViewModel but not in entity
Staff,EmployeeId,string,StaffRelatedSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,FirstName,string,StaffRelatedSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,LastName,string,StaffRelatedSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Position,string,StaffRelatedSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Department,string,StaffRelatedSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Phone,Phone,StaffRelatedSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Email,string,StaffRelatedSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,HireDate,DateTime,StaffRelatedSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,IsActive,bool,StaffRelatedSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Salary,decimal?,StaffRelatedSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Permissions,List<string>,StaffRelatedSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Notes,string?,StaffRelatedSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Payments,IReadOnlyCollection<Payment>,StaffRelatedSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Receipts,IReadOnlyCollection<Receipt>,StaffRelatedSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Visits,IReadOnlyCollection<Visit>,StaffRelatedSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,FollowUps,IReadOnlyCollection<FollowUp>,StaffRelatedSummaryVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,,,StaffRelatedSummaryVM (Summary),Id,Guid,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffRelatedSummaryVM (Summary),Reference,string,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffRelatedSummaryVM (Summary),Date,DateTime,MissingInEntity,Property exists in ViewModel but not in entity
Staff,,,StaffRelatedSummaryVM (Summary),Description,string,MissingInEntity,Property exists in ViewModel but not in entity
Staff,EmployeeId,string,StaffAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,FirstName,string,StaffAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,LastName,string,StaffAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Position,string,StaffAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Department,string,StaffAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Phone,Phone,StaffAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Email,string,StaffAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,HireDate,DateTime,StaffAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,IsActive,bool,StaffAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
Staff,Salary,decimal?,StaffAnalyticsViewModels (Analytics),,,MissingInViewModel,Property exists in entity but not in ViewModel
